acc_low	acc_high	query_status	detection_method	publication	interaction_type	source_database	interaction_identifier	confidence	expansion_method	negative_interaction_flag
P50110	P80967	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:23911324|imex:IM-21552	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-8793447|imex:IM-21552-4	intact-miscore:0.40	"psi-mi:""MI:1060""(spoke expansion)"	false
A0R1Z9	A0R206	complete								
P0AAH0	P0AG82	complete								
P72798	Q57038	complete								
A0A0G2K9J2	P62815	complete								
P20248	P61024	complete	"psi-mi:""MI:0071""(molecular sieving)"	pubmed:16209941|imex:IM-20900	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6860098|imex:IM-20900-5	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
P20248	P61024	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:28514442|doi:10.1038/nature22366|imex:IM-25778	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21795010|imex:IM-25778-8457	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
P20248	P61024	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:26496610|imex:IM-24272	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-11103410|imex:IM-24272-854	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
P20248	P61024	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54712362|imex:IM-29278-7987	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
P20248	P61024	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54936245|imex:IM-29278-22343	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
P20248	P61024	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-55009653|imex:IM-29278-28165	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A1S3X2G3	A0A1S3YXM6	complete								
Q9VF82	Q9VLI9	complete								
A0A379PIR4	A0A379PL92	complete								
Q2FKZ1	Q2FRF6	complete								
E9Q9F6	Q9CQP8	complete								
B8YB54	B8YB64	complete								
B3H6Z4	P26289	complete								
P09144	Q75VY9	complete								
B2RH82	B2RK12	complete								
Q5JH24	Q5JI52	complete								
A0ACD6BA40	A0ACD6BA44	complete								
B3H6Z4	Q9ASS6	complete								
C3SQR7	C3SR52	complete								
Q2FME3	Q2FRL9	complete								
P14854	P24311	complete								
A0QU28	A0QU34	complete								
Q6IV62	Q6IV65	complete								
Q2FME3	Q2FRM0	complete								
A0A2M9V7H9	A0A9X9IKM4	complete								
Q8DL29	Q8DMA1	complete								
A0ACD6B8J3	A0ACD6B8J5	complete								
P08679	P52286	complete								
A0A2D0TC97	A0A2D0TC99	complete								
P82350	Q62147	complete								
B6TR16	P30980	complete								
P08306	P77921	complete								
A0A063XFC1	F5HRS9	complete								
P74352	P74565	complete								
A0A6S8PC30	A0A7S3VHS4	complete								
P26288	P56751	complete								
Q00457	Q00460	complete								
G0RZG4	G0RZX8	complete								
P58573	Q8YQ35	complete								
Q8DKZ3	Q8DL29	complete								
A6VF33	A6VF38	complete								
Q0IIM2	Q1JQ97	complete								
A0AAN0Y0L1	A0AAN0Y4G9	complete								
P60292	Q8U0M2	complete								
P01750	P18526	complete								
P21466	P21471	complete								
P32776	Q3E7C1	complete	"psi-mi:""MI:0226""(ion exchange chromatography)"	imex:IM-25674|pubmed:15220919	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-13950632|imex:IM-25674-5	intact-miscore:0.62	"psi-mi:""MI:1060""(spoke expansion)"	false
P32776	Q3E7C1	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	imex:IM-25674|pubmed:15220919	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-13950573|imex:IM-25674-1	intact-miscore:0.62	"psi-mi:""MI:1060""(spoke expansion)"	false
A0QNR7	A0QWR2	complete								
O08915	Q9R0Q7	complete								
A3M140	A3M144	complete								
A0ABF7PQ09	Q9XQN8	complete								
A0A5C2G4I7	A0A5C2GTV1	complete								
A0A7R9MZV2	A0ACD6B9G0	complete								
A6MVS8	A6MVV1	complete								
A0A7U3Y808	B7IA16	complete								
W5FEZ3	W5I1R7	complete								
P0C5R9	P32341	complete								
P54709	Q9UGV2	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54825292|imex:IM-29278-18279	intact-miscore:0.35	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A7S0UQ60	A0A7S0UWZ2	complete								
P46964	Q99380	complete								
P41733	P49018	complete								
P27521	Q9SY97	complete								
P00289	Q9M3L0	complete								
A8IH07	A8J3C3	complete								
F2QS38	F2QVW8	complete								
A0A445CQN5	A0A445CVZ9	complete								
P14224	Q75VY7	complete								
C4LTS8	C4LVC0	complete								
P62330	P62820	complete	"psi-mi:""MI:0114""(x-ray crystallography)"	pubmed:22939626|imex:IM-17932	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6379789|imex:IM-17932-11|wwpdb:4fme	intact-miscore:0.40	"psi-mi:""MI:1060""(spoke expansion)"	false
P36213	Q43485	complete								
P0DOX5	Q6GMX6	complete								
P01096	P13619	complete								
W5E8X2	W5FWF5	complete								
Q2T9T3	Q3T0Q3	complete								
P16679	P16688	complete								
Q8SD18	Q8SDD2	complete								
P39110	P39937	complete								
P60312	Q9RKY0	complete								
O13964	P87310	complete								
A0A2K3DG79	A8IS47	complete								
B7I7S0	B7IA40	complete								
P00165	Q9M3L0	complete								
A0A2L1CAX0	A0A2L1CBG2	complete								
P09669	Q9BW72	complete								
Q15843	Q9UBF6	complete								
Q95695	Q9LU21	complete								
Q9FG89	Q9SCY3	complete								
Q12262	Q2V2P8	complete								
O80634	P56752	complete								
A4VEB3	Q22MV2	complete								
Q5SHR6	Q5SJG6	complete								
Q82ZI6	Q839F0	complete								
A0A2K3D591	Q9AU02	complete								
D0C5Y9	D0CAU9	complete								
A0A1S3UMA0	A0A1S3V319	complete								
A0AAN0Y0L1	A0AAN0Y0S4	complete								
P56766	Q9C639	complete								
P0AFD4	P0AFF0	complete								
A0A1D5UKZ4	A0A3B6RHV8	complete								
Q53W63	Q8RQE7	complete								
P36595	Q09177	complete								
F2QPE6	F2QTN1	complete								
P0AFK9	P69874	complete								
Q6C877	Q6CFT7	complete								
Q2FZG8	Q2G1T9	complete								
C3SQX2	C3SYP2	complete								
P21087	P68608	complete								
Q85FP8	Q85G51	complete								
P56751	Q9S9N6	complete								
A0QU33	A0QU34	complete								
A0A1D5UKZ4	W5I035	complete								
A0A0G4GX71	A0A0G4GX86	complete								
B0C4H4	B0C7S4	complete								
P60239	Q50754	complete								
Q9ASS6	Q9FG89	complete								
B8YB59	B8YB64	complete								
Q2FW31	Q2G113	complete								
P38957	P40465	complete								
F2Z4H3	Q5E9B8	complete								
P21707	P63025	complete								
Q12004	Q3E7C1	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	imex:IM-25674|pubmed:15220919	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-13950618|imex:IM-25674-3	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
Q12004	Q3E7C1	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	imex:IM-25757|pubmed:26340423	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-14030699|imex:IM-25757-8	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
Q12004	Q3E7C1	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	imex:IM-25674|pubmed:15220919	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-13950573|imex:IM-25674-1	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
Q12004	Q3E7C1	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	imex:IM-25674|pubmed:15220919	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-13950652|imex:IM-25674-7	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
P0DOX7	Q6PIL8	complete								
F5HCH8	F5HET4	complete								
O35011	P12464	complete								
C9ZW42	D0A2N9	complete								
M9NUF1	M9NUS9	error								
O94581	P79010	complete								
Q8DJ02	Q8DL61	complete								
P73069	Q55329	complete								
P03205	P03212	complete								
C4M5V7	C4M7H3	complete								
P24361	P68633	complete								
F2Z4H3	Q32P73	complete								
W5FEZ3	W5FWF5	complete								
A0ACD6B989	P58568	complete								
A0AAN0Y138	A0AAN0Y440	complete								
P39471	Q4JB12	complete								
A0A1D5UKZ4	A0A3B6IU74	complete								
O15527	P0C0S8	complete								
F2Z4H3	Q1JQ91	complete								
F2R611	F2RCK7	complete								
Q6CL08	Q6CUS2	complete								
C3SIV2	C3SR62	complete								
E1C9K8	E1C9L0	complete								
O68394	O68396	complete								
C1DMA8	Q9F5Y0	complete								
Q9V1V0	Q9V1V5	complete								
A0A6P3ED73	K4P217	complete								
B3H6Z4	Q94AQ8	complete								
P56766	Q01667	complete								
A0QSL5	A0QSL6	complete								
B8BRQ8	B8BUW3	complete								
O15511	P61158	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54653814|imex:IM-29278-4937	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
O15511	P61158	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54911523|imex:IM-29278-20831	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
A4QNS4	Q6PHL7	complete								
Q8DLJ8	Q9F1K9	complete								
Q9V195	Q9V1A0	complete								
C1DMA6	Q9F5Y0	complete								
P21603	P68611	complete								
A8IJY7	P42380	complete								
Q1HFX4	Q1HGH9	complete								
O74471	P21534	complete								
P9WGZ1	P9WJG3	complete								
Q54G86	Q54XI5	complete								
Q9S9N6	Q9SGH4	complete								
O14010	O60104	complete								
Q6DCZ1	Q800A4	complete								
P68439	P68449	complete								
P0A420	P0A425	complete								
O14010	P87310	complete								
A0A1S3YU01	P06269	complete								
Q2FKZ0	Q2FKZ4	complete								
A0A2D0TCA6	A0A2D0TCB4	complete								
D0MDD8	D0MDD9	complete								
A0A069PXX1	A0A140S919	complete								
P11514	P46217	complete								
A0A4X1VKG7	A0A8D1AQR7	complete								
P07839	Q75VY8	complete								
Q9SA56	Q9SYW8	complete								
P9WHJ5	P9WJG3	complete								
P38153	P47064	complete								
A0A2P6TMX4	A0A2P6TPV8	complete								
D0C5Q3	D0C5Z0	complete								
Q2FKZ4	Q2FME3	complete								
Q8DKF3	Q8DMR6	complete								
B7IA22	B7IA40	complete								
O23629	Q9XFH4	complete								
M1UU36	Q85FS9	complete								
D0VX30	F1NC51	complete								
B8YB61	B8YB64	complete								
A0A063XF22	A0A063XFC1	complete								
A7NJ90	A7NJ91	complete								
F2QVA2	F2R0J6	complete								
F2QT90	F2QVA2	complete								
A0QWT1	I7G3U5	complete								
P48643	Q99471	complete								
P25293	P32835	complete								
Q9SUI6	Q9SY97	complete								
P38203	P53905	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-811492	intact-miscore:0.89	"psi-mi:""MI:1060""(spoke expansion)"	false
P38203	P53905	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-29638|pubmed:37070168	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-40240923|imex:IM-29638-21	intact-miscore:0.89	"psi-mi:""MI:1060""(spoke expansion)"	false
M9NUF1	M9NUS9	complete								
